,Date,home,away,Rhome,Raway,BAa,PAa,ABa,Ha,B2Ba,B3Ba,BHRa,RBIa,BBBa,BSOa,SHa,SFa,SBa,BAh,PAh,ABh,Hh,B2Bh,B3Bh,BHRh,RBIh,BBBh,BSOh,SHh,SFh,SBh,P3Bh,P2Bh,PHRh,PSOh,PBBh,BFh,HHAh,RSAh,ERh,UERh,Pith,Strh,P3Ba,P2Ba,PHRa,PSOa,PBBa,BFa,HHAa,RSAa,ERa,UERa,Pita,Stra,PO_h,A_h,E_h,DP_h,PO_a,A_a,E_a,DP_a,rdiff
1,23-Oct,BOS,LAD,8,4,0.235,38,34,8,0,0,1,4,3,0,0,0,0,0.333,38,33,11,2,0,1,8,5,0,0,0,0,0,0,0,12,3,0,8,0,0,0,0,107,0,0,0,11,6,0,11,0,0,0,0,91,0.683052551,-1.329399086,-0.971350801,-1.63414762,2.001856474,-0.581621533,0.418816103,-1.366294755,4
2,24-Oct,BOS,LAD,4,2,0.103,33,29,3,0,0,0,2,3,0,0,0,0,0.258,33,31,8,2,0,0,4,2,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,82,0,0,0,8,2,0,8,0,0,0,0,74,0.683052551,-1.329399086,-0.971350801,-1.63414762,2.001856474,-0.581621533,0.418816103,-1.366294755,2
3,26-Oct,LAD,BOS,3,2,0.123,65,57,7,1,0,1,1,7,0,0,0,0,0.18,66,61,11,2,0,1,2,5,0,0,0,0,0,0,0,19,7,0,7,0,0,0,0,173,0,0,0,15,5,0,11,0,0,0,0,186,2.001856474,-0.581621533,0.418816103,-1.366294755,0.683052551,-1.329399086,-0.971350801,-1.63414762,1
4,27-Oct,LAD,BOS,6,9,0.229,42,35,8,2,0,2,9,6,0,0,0,0,0.25,41,36,9,1,0,2,5,4,0,0,0,0,0,0,0,8,6,0,8,0,0,0,0,90,0,0,0,10,4,0,9,0,0,0,0,99,2.001856474,-0.581621533,0.418816103,-1.366294755,0.683052551,-1.329399086,-0.971350801,-1.63414762,-3
5,28-Oct,LAD,BOS,1,5,0.242,34,33,8,0,0,3,5,1,0,0,0,0,0.103,31,29,3,0,1,1,1,2,0,0,0,0,0,0,0,6,1,0,8,0,0,0,0,81,0,0,0,11,2,0,3,0,0,0,0,79,2.001856474,-0.581621533,0.418816103,-1.366294755,0.683052551,-1.329399086,-0.971350801,-1.63414762,-4
6,28-Oct,LAD,BOS,3.333333333,5.333333333,0.198,47,41.66666667,7.666666667,1,0,2,5,4.666666667,0,0,0,0,0.177666667,46,42,7.666666667,1,0.333333333,1.333333333,2.666666667,3.666666667,0,0,0,0,0,0,0,11,4.666666667,0,7.666666667,0,0,0,0,114.6666667,0,0,0,12,3.666666667,0,7.666666667,0,0,0,0,121.3333333,2.001856474,-0.581621533,0.418816103,-1.366294755,0.683052551,-1.329399086,-0.971350801,-1.63414762,-2
