Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
59,Friday Jun 10,boxscore,CHC,@,ATL,L,1,5,,41-18,1,up 9.0,Norris,Hammel,,2:51,N,30547,-,
60,Saturday Jun 11,boxscore,CHC,@,ATL,W,8,2,,42-18,1,up 9.0,Arrieta,Wisler,,2:45,D,43114,+,
61,Sunday Jun 12,boxscore,CHC,@,ATL,W,13,2,,43-18,1,up 9.0,Lester,Gant,,3:42,D,31625,++,
62,Monday Jun 13,boxscore,CHC,@,WSN,L,1,4,,43-19,1,up 8.5,Scherzer,Hendricks,Kelley,2:44,N,37187,-,
63,Tuesday Jun 14,boxscore,CHC,@,WSN,W,4,3,,44-19,1,up 9.5,Rondon,Solis,,3:03,N,41955,+,
64,Wednesday Jun 15,boxscore,CHC,@,WSN,L-wo,4,5,12,44-20,1,up 9.5,Petit,Cahill,,4:17,D,42000,-,
65,Friday Jun 17,boxscore,CHC,,PIT,W,6,0,,45-20,1,up10.5,Arrieta,Liriano,,3:18,D,41547,+,
66,Saturday Jun 18,boxscore,CHC,,PIT,W,4,3,,46-20,1,up11.5,Lester,Niese,Rondon,3:00,N,41424,++,
67,Sunday Jun 19,boxscore,CHC,,PIT,W,10,5,,47-20,1,up12.5,Hendricks,Taillon,,3:23,N,41024,+++,
68,Monday Jun 20,boxscore,CHC,,STL,L,2,3,,47-21,1,up11.5,Garcia,Lackey,Rosenthal,3:00,N,41166,-,
69,Tuesday Jun 21,boxscore,CHC,,STL,L,3,4,,47-22,1,up10.5,Wainwright,Hammel,Rosenthal,2:55,N,41616,--,
70,Wednesday Jun 22,boxscore,CHC,,STL,L,2,7,,47-23,1,up 9.5,Wacha,Arrieta,,3:02,D,41058,---,
71,Thursday Jun 23,boxscore,CHC,@,MIA,L,2,4,,47-24,1,up 9.0,Barraclough,Strop,Phelps,2:43,N,25291,----,
72,Friday Jun 24,boxscore,CHC,@,MIA,W,5,4,,48-24,1,up10.0,Cahill,Dunn,Rondon,3:24,N,24385,+,
73,Saturday Jun 25,boxscore,CHC,@,MIA,L,6,9,,48-25,1,up10.0,Clemens,Lackey,Ramos,3:09,D,29457,-,
74,Sunday Jun 26,boxscore,CHC,@,MIA,L,1,6,,48-26,1,up 9.0,Fernandez,Hammel,,3:07,D,27318,--,
75,Monday Jun 27,boxscore,CHC,@,CIN,W,11,8,,49-26,1,up10.0,Arrieta,Straily,,3:22,N,31762,+,
76,Tuesday Jun 28,boxscore,CHC,@,CIN,W,7,2,15,50-26,1,up10.0,Patton,Hoover,,4:43,N,35999,++,
77,Wednesday Jun 29,boxscore,CHC,@,CIN,W,9,2,,51-26,1,up11.0,Hendricks,Reed,,3:14,D,37188,+++,
78,Thursday Jun 30,boxscore,CHC,@,NYM,L,3,4,,51-27,1,up11.0,Goeddel,Peralta,Familia,3:22,N,40122,-,
79,Friday Jul 1,boxscore,CHC,@,NYM,L,2,10,,51-28,1,up10.0,deGrom,Hammel,,2:56,N,34294,--,
80,Saturday Jul 2,boxscore,CHC,@,NYM,L,3,4,,51-29,1,up 9.0,Colon,Arrieta,Familia,3:06,N,41151,---,
81,Sunday Jul 3,boxscore,CHC,@,NYM,L,3,14,,51-30,1,up 8.0,Syndergaard,Lester,,3:17,D,36137,----,
82,Monday Jul 4,boxscore,CHC,,CIN,W,10,4,,52-30,1,up 9.0,Hendricks,Reed,,3:01,D,41293,+,
83,Tuesday Jul 5,boxscore,CHC,,CIN,L,5,9,,52-31,1,up 9.0,Finnegan,Lackey,,3:08,D,41310,-,
84,Wednesday Jul 6,boxscore,CHC,,CIN,L,3,5,,52-32,1,up 8.5,DeSclafani,Cahill,Cingrani,2:56,D,41262,--,
85,Thursday Jul 7,boxscore,CHC,,ATL,L,3,4,11,52-33,1,up 8.0,Alvarez,Patton,Cabrera,3:54,N,41480,---,2016-04-30 (Inclement weather)
86,Friday Jul 8,boxscore,CHC,@,PIT,L,4,8,,52-34,1,up 7.5,Feliz,Arrieta,Melancon,3:23,N,35904,----,
87,Saturday Jul 9,boxscore,CHC,@,PIT,L,6,12,,52-35,1,up 6.5,Caminero,Warren,Hughes,3:31,N,37796,-----,
88,Sunday Jul 10,boxscore,CHC,@,PIT,W,6,5,,53-35,1,up 7.0,Strop,Watson,Rondon,2:58,D,37998,+,
89,Friday Jul 15,boxscore,CHC,,TEX,W,6,0,,54-35,1,up 8.0,Hendricks,Perez,,2:44,D,41482,++,
90,Saturday Jul 16,boxscore,CHC,,TEX,W,3,1,,55-35,1,up 8.0,Hammel,Darvish,Rondon,2:47,D,41346,+++,
91,Sunday Jul 17,boxscore,CHC,,TEX,L,1,4,,55-36,1,up 8.0,Hamels,Lackey,Dyson,2:17,D,41213,-,
92,Monday Jul 18,boxscore,CHC,,NYM,W,5,1,,56-36,1,up 8.0,Lester,Matz,Rondon,2:56,N,41353,+,
93,Tuesday Jul 19,boxscore,CHC,,NYM,L,1,2,,56-37,1,up 7.5,Robles,Rondon,Familia,3:04,N,41456,-,
