Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
131,Saturday Aug 25,boxscore,SFG,,TEX,W,5,3,,64-67,4,8.0,Suarez,Perez,Melancon,3:08,D,40287,+,
132,Sunday Aug 26,boxscore,SFG,,TEX,W,3,1,,65-67,4,8.0,Holland,Gallardo,Melancon,2:35,D,39260,++,
133,Monday Aug 27,boxscore,SFG,,ARI,W,2,0,,66-67,4,7.0,Stratton,Corbin,Strickland,2:32,N,38808,+++,
134,Tuesday Aug 28,boxscore,SFG,,ARI,W-wo,1,0,,67-67,4,6.0,Smith,Ziegler,,3:03,N,37276,++++,
135,Wednesday Aug 29,boxscore,SFG,,ARI,L,1,3,,67-68,4,7.0,Godley,Rodriguez,Boxberger,2:45,N,35626,-,
136,Friday Aug 31,boxscore,SFG,,NYM,W,7,0,,68-68,4,6.5,Suarez,Wheeler,,2:22,N,39057,+,
137,Saturday Sep 1,boxscore,SFG,,NYM,L,1,2,11,68-69,4,6.5,Blevins,Strickland,Gsellman,2:56,D,38875,-,
138,Sunday Sep 2,boxscore,SFG,,NYM,L,1,4,,68-70,4,7.5,Syndergaard,Stratton,,2:23,D,39692,--,
139,Monday Sep 3,boxscore,SFG,@,COL,L,8,9,,68-71,4,8.0,Oh,Watson,Davis,3:18,D,43256,---,
140,Tuesday Sep 4,boxscore,SFG,@,COL,L,2,6,,68-72,4,9.0,Rusin,Moronta,,3:09,N,24727,----,
141,Wednesday Sep 5,boxscore,SFG,@,COL,L,3,5,,68-73,4,10.0,Musgrave,Suarez,Ottavino,2:48,N,24790,-----,
142,Friday Sep 7,boxscore,SFG,@,MIL,L,2,4,,68-74,4,10.0,Hader,Strickland,Jeffress,2:51,N,30916,------,
143,Saturday Sep 8,boxscore,SFG,@,MIL,L,3,4,,68-75,4,11.0,Gonzalez,Stratton,Jeffress,2:53,N,40686,-------,
144,Sunday Sep 9,boxscore,SFG,@,MIL,L,3,6,,68-76,4,11.0,Burnes,Bumgarner,Knebel,2:52,D,35388,--------,
145,Monday Sep 10,boxscore,SFG,,ATL,L,1,4,,68-77,4,12.0,Newcomb,Rodriguez,Minter,2:33,N,35996,---------,
146,Tuesday Sep 11,boxscore,SFG,,ATL,L,1,4,,68-78,4,12.0,Foltynewicz,Suarez,,2:31,N,35285,----------,
147,Wednesday Sep 12,boxscore,SFG,,ATL,L,1,2,,68-79,4,13.0,Winkler,Smith,Venters,2:59,D,38156,-----------,
148,Friday Sep 14,boxscore,SFG,,COL,W,2,0,,69-79,4,12.5,Stratton,Anderson,,2:20,N,37800,+,
149,Saturday Sep 15,boxscore,SFG,,COL,W,3,0,,70-79,4,12.0,Bumgarner,Marquez,Smith,2:28,N,38204,++,
150,Sunday Sep 16,boxscore,SFG,,COL,L,2,3,,70-80,4,12.5,Senzatela,Rodriguez,Davis,3:02,D,38824,-,
151,Monday Sep 17,boxscore,SFG,@,SDP,W,4,2,,71-80,4,12.0,Suarez,Mitchell,Smith,2:41,N,23653,+,
152,Tuesday Sep 18,boxscore,SFG,@,SDP,W,5,4,,72-80,4,12.0,Dyson,Stammen,Smith,3:20,N,26285,++,
153,Wednesday Sep 19,boxscore,SFG,@,SDP,L,4,8,,72-81,4,13.0,Erlin,Stratton,,2:54,N,31933,-,
154,Friday Sep 21,boxscore,SFG,@,STL,L,3,5,,72-82,4,13.0,Brebbia,Melancon,Martinez,3:22,N,45892,--,
155,Saturday Sep 22,boxscore,SFG,@,STL,L-wo,4,5,10,72-83,4,14.0,Martinez,Melancon,,3:13,D,45878,---,
156,Sunday Sep 23,boxscore,SFG,@,STL,L,2,9,,72-84,4,15.0,Mikolas,Suarez,,3:02,D,46596,----,
157,Monday Sep 24,boxscore,SFG,,SDP,L,0,5,,72-85,4,16.0,Mitchell,Holland,Yates,2:41,N,35428,-----,
158,Tuesday Sep 25,boxscore,SFG,,SDP,W-wo,5,4,12,73-85,4,15.0,Melancon,Wick,,3:38,N,36063,+,
159,Wednesday Sep 26,boxscore,SFG,,SDP,L,2,3,,73-86,4,15.5,Diaz,Kelly,Yates,2:57,N,36044,-,
160,Friday Sep 28,boxscore,SFG,,LAD,L,1,3,,73-87,4,17.0,Ryu,Bumgarner,Jansen,3:16,N,41167,--,
161,Saturday Sep 29,boxscore,SFG,,LAD,L,6,10,,73-88,4,17.0,Wood,Melancon,,3:33,D,41768,---,
162,Sunday Sep 30,boxscore,SFG,,LAD,L,0,15,,73-89,4,18.0,Hill,Suarez,,2:47,D,41280,----,
