"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"580",1167,32,"Friday May 4","boxscore","CLE","@","NYY","L-wo",6,7,NA,"17-15",1,"up 3.5","Chapman","Ogando",NA,03:22:00,"N",46869,"-",NA
"581",1168,33,"Saturday May 5","boxscore","CLE","@","NYY","L",2,5,NA,"17-16",1,"up 2.5","Gray","Bauer","Robertson",02:31:00,"D",43075,"--",NA
"582",1169,34,"Sunday May 6","boxscore","CLE","@","NYY","L-wo",4,7,NA,"17-17",1,"up 2.0","Shreve","Allen",NA,03:05:00,"D",40107,"---",NA
"583",1170,35,"Tuesday May 8","boxscore","CLE","@","MIL","L",2,3,NA,"17-18",1,"up 0.5","Suter","Kluber","Hader",02:49:00,"N",35314,"----",NA
"584",1171,36,"Wednesday May 9","boxscore","CLE","@","MIL","W",6,2,NA,"18-18",1,"up 1.0","Carrasco","Guerra",NA,02:41:00,"D",26345,"+",NA
"585",1175,40,"Monday May 14","boxscore","CLE","@","DET","L",3,6,NA,"20-20",1,"up 1.5","Fiers","Carrasco",NA,03:10:00,"N",17775,"-",NA
"586",1176,41,"Tuesday May 15","boxscore","CLE","@","DET","L",8,9,NA,"20-21",1,"up 0.5","Coleman","Miller","Greene",03:21:00,"N",20997,"--",NA
"587",1177,42,"Wednesday May 16","boxscore","CLE","@","DET","W",6,0,NA,"21-21",1,"up 1.5","Bauer","Carpenter",NA,02:33:00,"D",24771,"+",NA
"588",1178,43,"Friday May 18","boxscore","CLE","@","HOU","L",1,4,NA,"21-22",1,"up 1.5","Morton","Clevinger","Giles",02:50:00,"N",35959,"-",NA
"589",1179,44,"Saturday May 19","boxscore","CLE","@","HOU","W",5,4,NA,"22-22",1,"up 2.5","Kluber","Keuchel","Allen",03:09:00,"D",39926,"+",NA
"590",1180,45,"Sunday May 20","boxscore","CLE","@","HOU","L",1,3,NA,"22-23",1,"up 1.5","McCullers","Carrasco","Giles",02:48:00,"N",30770,"-",NA
"591",1181,46,"Tuesday May 22","boxscore","CLE","@","CHC","W",10,1,NA,"23-23",1,"up 1.0","Bauer","Chatwood",NA,03:20:00,"N",37168,"+",NA
"592",1182,47,"Wednesday May 23","boxscore","CLE","@","CHC","W",1,0,NA,"24-23",1,"up 2.0","Plutko","Lester","Allen",02:39:00,"N",39004,"++",NA
"593",1190,55,"Thursday May 31","boxscore","CLE","@","MIN","W",9,8,NA,"30-25",1,"up 4.5","Olson","Reed","Allen",03:29:00,"N",19148,"++++++",NA
"594",1191,56,"Friday Jun 1","boxscore","CLE","@","MIN","L",4,7,NA,"30-26",1,"up 3.5","Berrios","Carrasco","Rodney",02:39:00,"N",30171,"-",NA
"595",1192,57,"Saturday Jun 2","boxscore","CLE","@","MIN","L",1,7,NA,"30-27",1,"up 2.5","Lynn","Bauer",NA,03:12:00,"D",23476,"--",NA
"596",1193,58,"Sunday Jun 3","boxscore","CLE","@","MIN","L-wo",5,7,NA,"30-28",1,"up 2.5","Rodney","Allen",NA,03:14:00,"D",26096,"---",NA
"597",1196,61,"Friday Jun 8","boxscore","CLE","@","DET","W",4,1,NA,"33-28",1,"up 5.0","Bauer","Greene","Allen",02:43:00,"N",21766,"+++",NA
"598",1197,62,"Saturday Jun 9","boxscore","CLE","@","DET","L-wo",2,4,12,"33-29",1,"up 4.0","Saupold","Allen",NA,03:46:00,"D",27038,"-",NA
"599",1198,63,"Sunday Jun 10","boxscore","CLE","@","DET","W",9,2,NA,"34-29",1,"up 5.0","Kluber","Lewicki",NA,02:49:00,"D",22862,"+",NA
"600",1199,64,"Monday Jun 11","boxscore","CLE","@","CHW","W",4,0,NA,"35-29",1,"up 5.5","Carrasco","Giolito",NA,02:59:00,"N",13125,"++",NA
"601",1200,65,"Tuesday Jun 12","boxscore","CLE","@","CHW","L",1,5,NA,"35-30",1,"up 5.0","Shields","Plutko","Soria",02:57:00,"N",12357,"-",NA
"602",1201,66,"Wednesday Jun 13","boxscore","CLE","@","CHW","L",2,3,NA,"35-31",1,"up 4.5","Covey","Bauer","Soria",02:31:00,"N",19390,"--",NA
"603",1202,67,"Thursday Jun 14","boxscore","CLE","@","CHW","W",5,2,NA,"36-31",1,"up 4.5","Clevinger","Volstad","Allen",02:52:00,"D",17183,"+",NA
"604",1212,77,"Monday Jun 25","boxscore","CLE","@","STL","L",0,4,NA,"43-34",1,"up 7.5","Gant","Clevinger","Norris",02:48:00,"N",42007,"-",NA
"605",1213,78,"Tuesday Jun 26","boxscore","CLE","@","STL","L",2,11,NA,"43-35",1,"up 7.5","Martinez","Kluber",NA,02:53:00,"N",40288,"--",NA
"606",1214,79,"Wednesday Jun 27","boxscore","CLE","@","STL","W",5,1,NA,"44-35",1,"up 8.5","Bieber","Flaherty",NA,02:56:00,"N",43598,"+",NA
"607",1215,80,"Friday Jun 29","boxscore","CLE","@","OAK","L",1,3,NA,"44-36",1,"up 8.0","Blackburn","Bauer","Treinen",02:50:00,"N",14823,"-",NA
"608",1216,81,"Saturday Jun 30","boxscore","CLE","@","OAK","L",2,7,NA,"44-37",1,"up 8.0","Jackson","Plutko","Trivino",02:50:00,"D",17748,"--",NA
"609",1217,82,"Sunday Jul 1","boxscore","CLE","@","OAK","W",15,3,NA,"45-37",1,"up 9.0","Clevinger","Montas",NA,03:21:00,"D",16164,"+",NA
"610",1218,83,"Monday Jul 2","boxscore","CLE","@","KCR","W",9,3,NA,"46-37",1,"up 9.5","Kluber","Junis",NA,02:44:00,"N",18285,"++",NA
"611",1219,84,"Tuesday Jul 3","boxscore","CLE","@","KCR","W",6,4,NA,"47-37",1,"up10.5","Bieber","Duffy","Allen",02:58:00,"N",19005,"+++",NA
"612",1220,85,"Wednesday Jul 4","boxscore","CLE","@","KCR","W",3,2,NA,"48-37",1,"up11.5","Bauer","Oaks","Allen",02:49:00,"N",22001,"++++",NA
"613",1231,96,"Friday Jul 20","boxscore","CLE","@","TEX","W",9,8,11,"53-43",1,"up 8.5","McAllister","Moore","Otero",04:48:00,"N",28253,"++",NA
"614",1232,97,"Saturday Jul 21","boxscore","CLE","@","TEX","W",16,3,NA,"54-43",1,"up 9.5","Carrasco","Colon",NA,03:11:00,"N",31532,"+++",NA
"615",1233,98,"Sunday Jul 22","boxscore","CLE","@","TEX","L",0,5,NA,"54-44",1,"up 9.5","Gallardo","Clevinger",NA,02:33:00,"D",21829,"-",NA
"616",1237,102,"Friday Jul 27","boxscore","CLE","@","DET","W",8,3,NA,"56-46",1,"up 8.0","Allen","Jimenez",NA,03:09:00,"N",26962,"++",NA
"617",1238,103,"Saturday Jul 28","boxscore","CLE","@","DET","L",1,2,NA,"56-47",1,"up 8.0","Hardy","Clevinger","Greene",02:27:00,"N",29097,"-",NA
"618",1239,104,"Sunday Jul 29","boxscore","CLE","@","DET","W",8,1,NA,"57-47",1,"up 9.0","Kluber","Zimmermann",NA,02:55:00,"D",26498,"+",NA
"619",1240,105,"Monday Jul 30","boxscore","CLE","@","MIN","L-wo",4,5,NA,"57-48",1,"up 8.0","Rodney","Ramirez",NA,02:56:00,"N",26256,"-",NA
"620",1241,106,"Tuesday Jul 31","boxscore","CLE","@","MIN","W",6,2,NA,"58-48",1,"up 9.0","Bauer","Gibson","Allen",03:08:00,"N",25407,"+",NA
"621",1242,107,"Wednesday Aug 1","boxscore","CLE","@","MIN","W",2,0,NA,"59-48",1,"up10.0","Carrasco","Magill","Hand",03:03:00,"D",29261,"++",NA
"622",1250,115,"Friday Aug 10","boxscore","CLE","@","CHW","L-wo",0,1,NA,"64-51",1,"up11.0","Fry","Ramirez",NA,02:46:00,"N",18772,"-",NA
"623",1251,116,"Saturday Aug 11","boxscore","CLE","@","CHW","W",3,1,NA,"65-51",1,"up11.0","Bauer","Shields","Allen",02:53:00,"N",28061,"+",NA
"624",1252,117,"Sunday Aug 12","boxscore","CLE","@","CHW","W",9,7,NA,"66-51",1,"up12.0","Carrasco","Covey","Allen",03:31:00,"D",23853,"++",NA
"625",1253,118,"Monday Aug 13","boxscore","CLE","@","CIN","W",10,3,NA,"67-51",1,"up12.5","Clevinger","Bailey",NA,03:24:00,"N",20607,"+++",NA
"626",1254,119,"Tuesday Aug 14","boxscore","CLE","@","CIN","W",8,1,NA,"68-51",1,"up12.5","Kluber","Romano",NA,02:37:00,"N",19034,"++++",NA
"627",1255,120,"Wednesday Aug 15","boxscore","CLE","@","CIN","W",4,3,NA,"69-51",1,"up12.5","Otero","Reed","Hand",03:25:00,"N",17275,"+++++",NA
"628",1259,124,"Monday Aug 20","boxscore","CLE","@","BOS","W",5,4,NA,"72-52",1,"up13.0","Kluber","Porcello","Allen",03:01:00,"N",37274,"++",NA
"629",1260,125,"Tuesday Aug 21","boxscore","CLE","@","BOS","W",6,3,NA,"73-52",1,"up13.0","Bieber","Eovaldi","Hand",02:57:00,"N",37188,"+++",NA
"630",1261,126,"Wednesday Aug 22","boxscore","CLE","@","BOS","L",4,10,NA,"73-53",1,"up13.0","Barnes","Carrasco",NA,03:24:00,"N",37107,"-",NA
"631",1262,127,"Thursday Aug 23","boxscore","CLE","@","BOS","L",0,7,NA,"73-54",1,"up12.0","Price","Plutko",NA,02:47:00,"D",37396,"--",NA
"632",1263,128,"Friday Aug 24","boxscore","CLE","@","KCR","L-wo",4,5,NA,"73-55",1,"up12.0","Peralta","Allen",NA,02:55:00,"N",19304,"---",NA
"633",1264,129,"Saturday Aug 25","boxscore","CLE","@","KCR","L",1,7,NA,"73-56",1,"up12.0","Fillmyer","Kluber",NA,02:45:00,"N",16894,"----",NA
"634",1265,130,"Sunday Aug 26","boxscore","CLE","@","KCR","W",12,5,NA,"74-56",1,"up13.0","Bieber","Lopez",NA,03:08:00,"D",18575,"+",NA
"635",1275,140,"Thursday Sep 6","boxscore","CLE","@","TOR","W",9,4,NA,"80-60",1,"up16.5","Bieber","Gaviglio",NA,02:53:00,"N",20618,"+++",NA
"636",1276,141,"Friday Sep 7","boxscore","CLE","@","TOR","L-wo",2,3,11,"80-61",1,"up15.5","Barnes","Cimber",NA,03:51:00,"N",26830,"-",NA
"637",1277,142,"Saturday Sep 8","boxscore","CLE","@","TOR","W",9,8,NA,"81-61",1,"up16.5","Tomlin","Reid-Foley","Allen",03:38:00,"D",35353,"+",NA
"638",1278,143,"Sunday Sep 9","boxscore","CLE","@","TOR","L",2,6,NA,"81-62",1,"up15.5","Pannone","Clevinger","Giles",02:43:00,"D",31184,"-",NA
"639",1279,144,"Monday Sep 10","boxscore","CLE","@","TBR","L-wo",5,6,NA,"81-63",1,"up15.5","Schultz","Hand",NA,03:38:00,"N",12724,"--",NA
"640",1280,145,"Tuesday Sep 11","boxscore","CLE","@","TBR","W",2,0,NA,"82-63",1,"up15.5","Bieber","Glasnow","Allen",02:44:00,"N",10599,"+",NA
"641",1281,146,"Wednesday Sep 12","boxscore","CLE","@","TBR","L",1,3,NA,"82-64",1,"up14.5","Snell","Carrasco","Alvarado",02:20:00,"D",10654,"-",NA
"642",1291,156,"Monday Sep 24","boxscore","CLE","@","CHW","W",4,0,NA,"88-68",1,"up15.5","Kluber","Hamilton",NA,02:53:00,"N",18217,"+++",NA
"643",1292,157,"Tuesday Sep 25","boxscore","CLE","@","CHW","L-wo",4,5,NA,"88-69",1,"up15.5","Hamilton","Carrasco",NA,03:10:00,"N",17040,"-",NA
"644",1293,158,"Wednesday Sep 26","boxscore","CLE","@","CHW","W",10,2,NA,"89-69",1,"up15.5","Bieber","Fry",NA,03:47:00,"N",25598,"+",NA
"645",1294,159,"Thursday Sep 27","boxscore","CLE","@","KCR","L-wo",1,2,10,"89-70",1,"up14.5","Hammel","Ramirez",NA,03:08:00,"N",19262,"-",NA
"646",1295,160,"Friday Sep 28","boxscore","CLE","@","KCR","W",14,6,NA,"90-70",1,"up14.0","Clevinger","Kennedy",NA,03:16:00,"N",15920,"+",NA
"647",1296,161,"Saturday Sep 29","boxscore","CLE","@","KCR","L",4,9,NA,"90-71",1,"up13.0","Junis","Miller",NA,03:07:00,"N",23324,"-",NA
"648",1297,162,"Sunday Sep 30","boxscore","CLE","@","KCR","W",2,1,NA,"91-71",1,"up13.0","Carrasco","Skoglund","Bauer",02:44:00,"D",19690,"+",NA
"649",1298,1,"Thursday Mar 29","boxscore","COL","@","ARI","L",2,8,NA,"0-1",3,"1.0","Corbin","Gray",NA,03:36:00,"N",48703,"-",NA
"650",1299,2,"Friday Mar 30","boxscore","COL","@","ARI","L",8,9,NA,"0-2",3,"2.0","Ray","Senzatela","Boxberger",03:22:00,"N",23937,"--",NA
"651",1300,3,"Saturday Mar 31","boxscore","COL","@","ARI","W",2,1,NA,"1-2",3,"1.0","Shaw","Salas","Davis",02:54:00,"N",33346,"+",NA
"652",1301,4,"Monday Apr 2","boxscore","COL","@","SDP","W",7,4,NA,"2-2",2,"1.0","Bettis","Mitchell","Davis",03:11:00,"N",16899,"++",NA
"653",1302,5,"Tuesday Apr 3","boxscore","COL","@","SDP","L",4,8,NA,"2-3",2,"2.0","Ross","Freeland","Hand",02:47:00,"N",19283,"-",NA
"654",1303,6,"Wednesday Apr 4","boxscore","COL","@","SDP","W",5,2,NA,"3-3",2,"2.0","Gray","Richard","Davis",02:41:00,"N",19698,"+",NA
"655",1304,7,"Thursday Apr 5","boxscore","COL","@","SDP","W",3,1,NA,"4-3",2,"2.0","Ottavino","Hand","Davis",02:58:00,"D",20509,"++",NA
"656",1311,14,"Thursday Apr 12","boxscore","COL","@","WSN","W",5,1,NA,"7-7",2,"3.0","Bettis","Gonzalez",NA,02:43:00,"N",24213,"++",NA
"657",1312,15,"Friday Apr 13","boxscore","COL","@","WSN","W",2,1,NA,"8-7",2,"3.0","Oberg","Roark","Davis",03:04:00,"N",32702,"+++",NA
"658",1313,16,"Saturday Apr 14","boxscore","COL","@","WSN","L",2,6,NA,"8-8",2,"4.0","Scherzer","Gray",NA,02:53:00,"D",31700,"-",NA
"659",1314,17,"Sunday Apr 15","boxscore","COL","@","WSN","W",6,5,NA,"9-8",2,"3.0","Ottavino","Doolittle","Davis",03:14:00,"D",25462,"+",NA
"660",1315,18,"Monday Apr 16","boxscore","COL","@","PIT","W",6,2,NA,"10-8",2,"2.5","Marquez","Brault",NA,02:35:00,"N",8958,"++",NA
"661",1316,19,"Tuesday Apr 17","boxscore","COL","@","PIT","W",2,0,NA,"11-8",2,"2.5","Bettis","Williams","Davis",02:31:00,"N",8869,"+++",NA
"662",1317,20,"Wednesday Apr 18","boxscore","COL","@","PIT","L",2,10,NA,"11-9",2,"2.5","Kuhl","Freeland",NA,03:04:00,"D",8970,"-",NA
"663",1324,27,"Friday Apr 27","boxscore","COL","@","MIA","W",1,0,NA,"15-12",2,"4.0","Senzatela","Urena","Davis",03:16:00,"N",5931,"+++",NA
"664",1325,28,"Saturday Apr 28","boxscore","COL","@","MIA","L",1,4,NA,"15-13",2,"5.0","Chen","Marquez","Barraclough",02:44:00,"N",9659,"-",NA
"665",1326,29,"Sunday Apr 29","boxscore","COL","@","MIA","L",0,3,NA,"15-14",2,"5.0","Smith","Bettis","Ziegler",02:28:00,"D",11203,"--",NA
"666",1327,30,"Monday Apr 30","boxscore","COL","@","CHC","L",2,3,NA,"15-15",3,"6.0","Farrell","Freeland","Cishek",02:57:00,"N",35922,"---",NA
"667",1328,31,"Tuesday May 1","boxscore","COL","@","CHC","W",3,1,NA,"16-15",2,"6.0","Gray","Hendricks","Davis",02:24:00,"N",40077,"+",NA
"668",1329,32,"Wednesday May 2","boxscore","COL","@","CHC","W",11,2,NA,"17-15",2,"5.0","Anderson","Darvish",NA,03:05:00,"D",32909,"++",NA
"669",1330,33,"Friday May 4","boxscore","COL","@","NYM","W",8,7,NA,"18-15",2,"3.5","Marquez","Wheeler","Davis",03:14:00,"N",34030,"+++",NA
"670",1331,34,"Saturday May 5","boxscore","COL","@","NYM","W",2,0,NA,"19-15",2,"3.5","Bettis","Matz","Davis",02:28:00,"N",37550,"++++",NA
"671",1332,35,"Sunday May 6","boxscore","COL","@","NYM","W",3,2,NA,"20-15",2,"3.5","Freeland","Robles","Ottavino",03:02:00,"D",33580,"+++++",NA
"672",1339,42,"Monday May 14","boxscore","COL","@","SDP","W",6,4,NA,"23-19",2,"1.5","Anderson","Makita","Davis",02:55:00,"N",17245,"+",NA
"673",1340,43,"Tuesday May 15","boxscore","COL","@","SDP","L",0,4,NA,"23-20",2,"2.5","Lyles","Marquez","Hand",02:23:00,"D",19598,"-",NA
"674",1341,44,"Thursday May 17","boxscore","COL","@","SFG","W",5,3,12,"24-20",2,"1.5","McGee","Johnson","Davis",04:00:00,"N",37224,"+",NA
"675",1342,45,"Friday May 18","boxscore","COL","@","SFG","W",6,1,NA,"25-20",2,"0.5","Freeland","Holland",NA,03:00:00,"N",40970,"++",NA
"676",1343,46,"Saturday May 19","boxscore","COL","@","SFG","L",4,9,NA,"25-21",2,"0.5","Stratton","Gray",NA,03:05:00,"D",39195,"-",NA
"677",1344,47,"Sunday May 20","boxscore","COL","@","SFG","L",5,9,NA,"25-22",2,"0.5","Dyson","Shaw",NA,03:25:00,"D",40334,"--",NA
"678",1345,48,"Monday May 21","boxscore","COL","@","LAD","W",2,1,NA,"26-22",1,"up 0.5","Marquez","Baez","Davis",02:35:00,"N",42805,"+",NA
"679",1346,49,"Tuesday May 22","boxscore","COL","@","LAD","L",3,5,NA,"26-23",1,"up 0.5","Chargois","Shaw","Jansen",02:48:00,"N",43719,"-",NA
"680",1347,50,"Wednesday May 23","boxscore","COL","@","LAD","L",0,3,NA,"26-24",1,"up 0.5","Maeda","Freeland","Jansen",02:38:00,"N",45884,"--",NA
"681",1357,60,"Tuesday Jun 5","boxscore","COL","@","CIN","W",9,6,NA,"31-29",2,"1.0","Freeland","DeSclafani","Davis",03:16:00,"N",21944,"+",NA
"682",1358,61,"Wednesday Jun 6","boxscore","COL","@","CIN","W",6,3,NA,"32-29",1,"Tied","Gray","Romano","Davis",03:25:00,"N",19762,"++",NA
"683",1359,62,"Thursday Jun 7","boxscore","COL","@","CIN","L-wo",5,7,13,"32-30",2,"0.5","Floro","Rusin",NA,04:15:00,"D",15957,"-",NA
"684",1363,66,"Tuesday Jun 12","boxscore","COL","@","PHI","L",4,5,NA,"32-34",4,"5.0","Nola","Gray","Dominguez",03:07:00,"N",19556,"-----",NA
"685",1364,67,"Wednesday Jun 13","boxscore","COL","@","PHI","W",7,2,NA,"33-34",3,"4.0","Anderson","Pivetta",NA,02:55:00,"N",20075,"+",NA
"686",1365,68,"Thursday Jun 14","boxscore","COL","@","PHI","L",3,9,NA,"33-35",4,"5.0","Velasquez","Marquez",NA,03:21:00,"D",22500,"-",NA
"687",1366,69,"Friday Jun 15","boxscore","COL","@","TEX","W",9,5,NA,"34-35",3,"5.0","Bettis","Mendez",NA,03:15:00,"N",30448,"+",NA
"688",1367,70,"Saturday Jun 16","boxscore","COL","@","TEX","L",2,5,NA,"34-36",3,"5.0","Leclerc","Musgrave","Kela",02:42:00,"D",23468,"-",NA
"689",1368,71,"Sunday Jun 17","boxscore","COL","@","TEX","L-wo",12,13,NA,"34-37",4,"5.0","Chavez","Davis",NA,03:54:00,"D",25513,"--",NA
"690",1376,79,"Tuesday Jun 26","boxscore","COL","@","SFG","L",2,3,NA,"38-41",4,"7.0","Watson","Ottavino","Dyson",02:57:00,"N",36070,"---",NA
"691",1377,80,"Wednesday Jun 27","boxscore","COL","@","SFG","L-wo",0,1,NA,"38-42",4,"8.0","Moronta","Musgrave",NA,02:34:00,"N",36046,"----",NA
"692",1378,81,"Thursday Jun 28","boxscore","COL","@","SFG","W",9,8,NA,"39-42",4,"8.0","Ottavino","Dyson","Davis",03:10:00,"D",37529,"+",NA
"693",1379,82,"Friday Jun 29","boxscore","COL","@","LAD","W",3,1,NA,"40-42",4,"7.0","Anderson","Hill","Davis",02:39:00,"N",41909,"++",NA
"694",1380,83,"Saturday Jun 30","boxscore","COL","@","LAD","W",3,1,NA,"41-42",4,"6.0","Marquez","Maeda","Ottavino",02:39:00,"D",46172,"+++",NA
"695",1381,84,"Sunday Jul 1","boxscore","COL","@","LAD","L",4,6,NA,"41-43",4,"6.0","Hudson","Ottavino","Jansen",03:00:00,"D",45725,"-",NA
"696",1385,88,"Friday Jul 6","boxscore","COL","@","SEA","W",7,1,NA,"45-43",3,"3.5","Marquez","Hernandez",NA,03:11:00,"N",26554,"++++",NA
"697",1386,89,"Saturday Jul 7","boxscore","COL","@","SEA","W",5,1,NA,"46-43",3,"3.5","Oberg","Paxton",NA,02:53:00,"D",36104,"+++++",NA
"698",1387,90,"Sunday Jul 8","boxscore","COL","@","SEA","L",4,6,NA,"46-44",3,"3.5","LeBlanc","Senzatela","Diaz",02:28:00,"D",34440,"-",NA
"699",1394,97,"Friday Jul 20","boxscore","COL","@","ARI","W",11,10,NA,"52-45",3,"2.0","Oberg","Bradley","Ottavino",04:02:00,"N",29546,"++++++",NA
"700",1395,98,"Saturday Jul 21","boxscore","COL","@","ARI","W",6,5,NA,"53-45",2,"1.0","Oberg","Hirano","Davis",03:21:00,"N",43340,"+++++++",NA
"701",1396,99,"Sunday Jul 22","boxscore","COL","@","ARI","L",1,6,NA,"53-46",3,"2.0","Greinke","Senzatela",NA,02:45:00,"D",32985,"-",NA
"702",1402,105,"Monday Jul 30","boxscore","COL","@","STL","L-wo",4,5,10,"57-48",3,"1.0","Hudson","McGee",NA,03:38:00,"N",41856,"-",NA
"703",1403,106,"Tuesday Jul 31","boxscore","COL","@","STL","W",6,3,NA,"58-48",2,"0.5","Gray","Flaherty","Davis",02:51:00,"N",42636,"+",NA
"704",1404,107,"Wednesday Aug 1","boxscore","COL","@","STL","L",3,6,NA,"58-49",3,"1.0","Gomber","Freeland",NA,03:59:00,"N",40544,"-",NA
"705",1405,108,"Thursday Aug 2","boxscore","COL","@","STL","L-wo",2,3,NA,"58-50",3,"2.0","Shreve","Davis",NA,03:08:00,"D",41478,"--",NA
"706",1406,109,"Friday Aug 3","boxscore","COL","@","MIL","L-wo",3,5,NA,"58-51",3,"2.0","Burnes","Davis",NA,02:46:00,"N",37751,"---",NA
"707",1407,110,"Saturday Aug 4","boxscore","COL","@","MIL","L",4,8,NA,"58-52",3,"3.0","Peralta","Anderson","Hader",03:09:00,"N",40524,"----",NA
"708",1408,111,"Sunday Aug 5","boxscore","COL","@","MIL","W",5,4,11,"59-52",3,"2.0","Oberg","Knebel","Oh",03:35:00,"D",37954,"+",NA
"709",1416,119,"Tuesday Aug 14","boxscore","COL","@","HOU","W",5,1,NA,"64-55",2,"1.0","Marquez","Verlander",NA,03:08:00,"N",35813,"++++",NA
"710",1417,120,"Wednesday Aug 15","boxscore","COL","@","HOU","L",1,12,NA,"64-56",2,"1.5","Cole","Anderson",NA,02:43:00,"N",29967,"-",NA
"711",1418,121,"Thursday Aug 16","boxscore","COL","@","ATL","W",5,3,NA,"65-56",2,"1.5","Oh","Brach","Davis",02:53:00,"N",23428,"+",NA
"712",1419,122,"Friday Aug 17","boxscore","COL","@","ATL","W",11,5,NA,"66-56",2,"1.5","Freeland","Newcomb",NA,03:37:00,"N",28964,"++",NA
"713",1420,123,"Saturday Aug 18","boxscore","COL","@","ATL","W",5,3,10,"67-56",2,"0.5","Ottavino","Jackson","Davis",03:31:00,"N",42143,"+++",NA
"714",1421,124,"Sunday Aug 19","boxscore","COL","@","ATL","W",4,2,NA,"68-56",2,"0.5","Marquez","Sanchez","Davis",02:41:00,"D",33942,"++++",NA
"715",1428,131,"Monday Aug 27","boxscore","COL","@","LAA","L",7,10,NA,"71-60",2,"1.0","Johnson","Ottavino","Ramirez",03:37:00,"N",35305,"--",NA
"716",1429,132,"Tuesday Aug 28","boxscore","COL","@","LAA","W",3,2,NA,"72-60",1,"Tied","Freeland","Ramirez","Davis",02:59:00,"N",35207,"+",NA
"717",1430,133,"Thursday Aug 30","boxscore","COL","@","SDP","L-wo",2,3,13,"72-61",2,"1.5","Stock","Shaw",NA,03:36:00,"N",20056,"-",NA
"718",1431,134,"Friday Aug 31","boxscore","COL","@","SDP","L",0,7,NA,"72-62",3,"1.5","Kennedy","Senzatela",NA,02:38:00,"N",21408,"--",NA
"719",1432,135,"Saturday Sep 1","boxscore","COL","@","SDP","W",4,2,NA,"73-62",3,"0.5","Gray","Erlin","Davis",02:42:00,"N",35779,"+",NA
"720",1433,136,"Sunday Sep 2","boxscore","COL","@","SDP","W",7,3,NA,"74-62",2,"0.5","Freeland","Nix",NA,02:47:00,"D",28883,"++",NA
"721",1444,147,"Friday Sep 14","boxscore","COL","@","SFG","L",0,2,NA,"81-66",1,"up 0.5","Stratton","Anderson",NA,02:20:00,"N",37800,"-",NA
"722",1445,148,"Saturday Sep 15","boxscore","COL","@","SFG","L",0,3,NA,"81-67",2,"0.5","Bumgarner","Marquez","Smith",02:28:00,"N",38204,"--",NA
"723",1446,149,"Sunday Sep 16","boxscore","COL","@","SFG","W",3,2,NA,"82-67",1,"up 0.5","Senzatela","Rodriguez","Davis",03:02:00,"D",38824,"+",NA
"724",1447,150,"Monday Sep 17","boxscore","COL","@","LAD","L",2,8,NA,"82-68",2,"0.5","Ryu","Gray",NA,03:07:00,"N",45970,"-",NA
"725",1448,151,"Tuesday Sep 18","boxscore","COL","@","LAD","L-wo",2,3,10,"82-69",2,"1.5","Floro","Ottavino",NA,03:13:00,"N",49537,"--",NA
"726",1449,152,"Wednesday Sep 19","boxscore","COL","@","LAD","L",2,5,NA,"82-70",2,"2.5","Ferguson","Oberg","Jansen",03:05:00,"N",50141,"---",NA
"727",1450,153,"Friday Sep 21","boxscore","COL","@","ARI","W",6,2,NA,"83-70",2,"1.5","Marquez","Greinke",NA,02:54:00,"N",28833,"+",NA
"728",1451,154,"Saturday Sep 22","boxscore","COL","@","ARI","W",5,1,NA,"84-70",2,"1.5","Senzatela","Corbin",NA,03:02:00,"N",35094,"++",NA
"729",1452,155,"Sunday Sep 23","boxscore","COL","@","ARI","W",2,0,NA,"85-70",2,"1.5","Freeland","Godley","Davis",03:15:00,"D",29191,"+++",NA
"730",1460,163,"Monday Oct 1","boxscore","COL","@","LAD","L",2,5,NA,"91-72",2,"1.0","Buehler","Marquez",NA,03:21:00,"D",47816,"-",NA
"731",1466,6,"Thursday Apr 5","boxscore","DET","@","CHW","W",9,7,10,"2-4",3,NA,"Jimenez","Infante","Greene",04:03:00,"D",33318,"+",NA
"732",1467,7,"Saturday Apr 7","boxscore","DET","@","CHW","W",6,1,NA,"3-4",2,NA,"Fulmer","Giolito",NA,03:39:00,"D",16625,"++",NA
"733",1468,8,"Sunday Apr 8","boxscore","DET","@","CHW","W",1,0,NA,"4-4",2,"0.5","Fiers","Lopez","Greene",02:38:00,"D",11131,"+++",NA
"734",1469,9,"Monday Apr 9","boxscore","DET","@","CLE","L",0,2,NA,"4-5",3,"0.5","Kluber","Liriano","Miller",02:39:00,"N",9843,"-",NA
"735",1470,10,"Tuesday Apr 10","boxscore","DET","@","CLE","L",1,2,NA,"4-6",3,"1.5","Miller","Wilson","Allen",02:47:00,"N",10078,"--",NA
"736",1471,11,"Wednesday Apr 11","boxscore","DET","@","CLE","L",1,5,NA,"4-7",3,"2.5","Carrasco","Norris",NA,02:44:00,"N",10872,"---",NA
"737",1472,12,"Thursday Apr 12","boxscore","DET","@","CLE","L",3,9,NA,"4-8",3,"3.5","Bauer","Fulmer",NA,02:58:00,"N",12901,"----",NA
"738",1481,21,"Wednesday Apr 25 (1)","boxscore","DET","@","PIT","W",13,10,NA,"10-11",2,NA,"Stumpf","Taillon","Greene",03:51:00,"N",NA,"+",NA
