Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
120,Thursday Aug 16,boxscore,ATL,,COL,L,3,5,,68-52,1,up 1.5,Oh,Brach,Davis,2:53,N,23428,-,
121,Friday Aug 17,boxscore,ATL,,COL,L,5,11,,68-53,1,up 0.5,Freeland,Newcomb,,3:37,N,28964,--,
122,Saturday Aug 18,boxscore,ATL,,COL,L,3,5,10,68-54,1,up 0.5,Ottavino,Jackson,Davis,3:31,N,42143,---,
123,Sunday Aug 19,boxscore,ATL,,COL,L,2,4,,68-55,1,up 0.5,Marquez,Sanchez,Davis,2:41,D,33942,----,
124,Monday Aug 20,boxscore,ATL,@,PIT,W,1,0,,69-55,1,up 1.0,Wilson,Archer,Winkler,3:10,N,16445,+,
125,Tuesday Aug 21,boxscore,ATL,@,PIT,W,6,1,,70-55,1,up 2.0,Gausman,Nova,,2:36,N,13280,++,
126,Wednesday Aug 22,boxscore,ATL,@,PIT,W,2,1,,71-55,1,up 3.0,Teheran,Crick,Venters,2:36,N,14249,+++,
127,Thursday Aug 23,boxscore,ATL,@,MIA,W,5,0,,72-55,1,up 3.0,Newcomb,Hernandez,,3:00,N,6587,++++,
128,Friday Aug 24,boxscore,ATL,@,MIA,L,0,1,,72-56,1,up 3.0,Straily,Foltynewicz,Conley,2:48,N,7792,-,
129,Saturday Aug 25,boxscore,ATL,@,MIA,L,1,3,,72-57,1,up 3.0,Chen,Sanchez,Steckenrider,2:54,N,7823,--,
130,Sunday Aug 26,boxscore,ATL,@,MIA,W,4,0,,73-57,1,up 3.0,Gausman,Lopez,,3:16,D,12770,+,
131,Tuesday Aug 28,boxscore,ATL,,TBR,W,9,5,,74-57,1,up 4.5,Brach,Roe,,3:10,N,21216,++,
132,Wednesday Aug 29,boxscore,ATL,,TBR,L,5,8,,74-58,1,up 3.5,Beeks,Newcomb,Alvarado,3:06,N,20876,-,
133,Thursday Aug 30,boxscore,ATL,,CHC,L,4,5,,74-59,1,up 3.0,Kintzler,Foltynewicz,Strop,2:42,N,37603,--,
134,Friday Aug 31,boxscore,ATL,,PIT,L,2,3,,74-60,1,up 2.0,Taillon,Brach,Vazquez,2:55,N,36650,---,
135,Saturday Sep 1,boxscore,ATL,,PIT,W,5,3,,75-60,1,up 3.0,Venters,Kela,Minter,2:53,N,33705,+,
136,Sunday Sep 2,boxscore,ATL,,PIT,W,5,1,,76-60,1,up 4.0,Venters,Brault,,2:44,N,37475,++,
137,Monday Sep 3,boxscore,ATL,,BOS,L,2,8,,76-61,1,up 4.0,Workman,Toussaint,,3:40,D,40394,-,
138,Tuesday Sep 4,boxscore,ATL,,BOS,L,1,5,,76-62,1,up 3.0,Porcello,Newcomb,,3:03,N,35333,--,
139,Wednesday Sep 5,boxscore,ATL,,BOS,L,8,9,,76-63,1,up 3.0,Workman,Minter,Kimbrel,3:44,D,28386,---,
140,Thursday Sep 6,boxscore,ATL,@,ARI,W,7,6,10,77-63,1,up 3.5,Biddle,Boxberger,Brach,4:11,N,21903,+,
141,Friday Sep 7,boxscore,ATL,@,ARI,L,3,5,,77-64,1,up 2.5,Corbin,Gausman,Boxberger,3:48,N,31308,-,
142,Saturday Sep 8,boxscore,ATL,@,ARI,W,5,4,10,78-64,1,up 3.5,Sobotka,Chafin,Minter,4:07,N,40482,+,
143,Sunday Sep 9,boxscore,ATL,@,ARI,W,9,5,,79-64,1,up 4.5,Freeman,Boxberger,,3:45,D,28339,++,
