Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
141,Friday Sep 7,boxscore,DET,,STL,W-wo,5,3,,58-83,3,22.0,Greene,Hicks,,2:51,N,21268,+++,
142,Saturday Sep 8,boxscore,DET,,STL,W-wo,4,3,,59-83,3,22.0,Greene,Norris,,2:56,N,30268,++++,
143,Sunday Sep 9,boxscore,DET,,STL,L,2,5,,59-84,3,22.0,Gant,Fulmer,Martinez,2:41,D,22212,-,
144,Monday Sep 10,boxscore,DET,,HOU,L,2,3,,59-85,3,22.0,Verlander,Liriano,Osuna,2:42,N,19711,--,
145,Tuesday Sep 11,boxscore,DET,,HOU,L,4,5,,59-86,3,23.0,Harris,Zimmermann,Osuna,3:29,N,19432,---,
146,Wednesday Sep 12,boxscore,DET,,HOU,L,4,5,,59-87,3,23.0,Cole,Norris,Pressly,3:09,D,22666,----,
147,Friday Sep 14,boxscore,DET,@,CLE,W,5,4,,60-87,3,22.0,VerHagen,Cimber,Greene,3:06,N,26952,+,
148,Saturday Sep 15,boxscore,DET,@,CLE,L,0,15,,60-88,3,23.0,Clevinger,Fulmer,,3:21,D,26532,-,
149,Sunday Sep 16,boxscore,DET,@,CLE,W,6,4,,61-88,3,22.0,Liriano,Bieber,Greene,2:33,D,24862,+,
150,Monday Sep 17,boxscore,DET,,MIN,L,1,6,,61-89,3,22.5,Stewart,Zimmermann,,2:54,N,19004,-,
151,Tuesday Sep 18,boxscore,DET,,MIN,L,3,5,,61-90,3,23.5,Odorizzi,Norris,Hildenberger,3:02,N,19740,--,
152,Wednesday Sep 19,boxscore,DET,,MIN,L,2,8,,61-91,3,24.5,Gonsalves,Turnbull,,2:47,D,19296,---,
153,Thursday Sep 20,boxscore,DET,,KCR,W,11,8,,62-91,3,23.5,Reininger,Lopez,,3:12,N,20282,+,
154,Friday Sep 21,boxscore,DET,,KCR,L,3,4,,62-92,3,23.5,Kennedy,Liriano,Peralta,2:51,N,22001,-,
155,Saturday Sep 22,boxscore,DET,,KCR,W,5,4,,63-92,3,23.5,Jimenez,Hammel,Greene,2:42,N,24815,+,
156,Sunday Sep 23,boxscore,DET,,KCR,L,2,3,,63-93,3,24.5,Keller,VerHagen,Peralta,2:47,D,24230,-,
157,Tuesday Sep 25,boxscore,DET,@,MIN,W,4,2,,64-93,3,24.0,Alcantara,Hildenberger,Greene,3:12,N,23849,+,
158,Wednesday Sep 26,boxscore,DET,@,MIN,L,4,11,,64-94,3,25.0,Duffey,Boyd,,3:36,N,21316,-,
159,Thursday Sep 27,boxscore,DET,@,MIN,L,3,9,,64-95,3,25.0,Gonsalves,Liriano,,3:20,N,22342,--,
160,Friday Sep 28,boxscore,DET,@,MIL,L,5,6,,64-96,3,26.0,Soria,Alcantara,Jeffress,3:07,N,44770,---,
161,Saturday Sep 29,boxscore,DET,@,MIL,L,5,6,,64-97,3,26.0,Soria,Stumpf,Jeffress,3:24,N,45520,----,
162,Sunday Sep 30,boxscore,DET,@,MIL,L,0,11,,64-98,3,27.0,Gonzalez,Turnbull,,3:15,D,41848,-----,
