Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
101,Wednesday Jul 25,boxscore,PHI,,LAD,W,7,3,,57-44,1,up 1.5,Arrieta,Buehler,Dominguez,2:58,D,35659,++,
102,Thursday Jul 26,boxscore,PHI,@,CIN,W,9,4,,58-44,1,up 2.5,Suarez,Lorenzen,,3:24,N,17031,+++,
103,Friday Jul 27,boxscore,PHI,@,CIN,L,4,6,,58-45,1,up 2.5,Hernandez,Pivetta,Iglesias,3:10,N,24776,-,
104,Saturday Jul 28,boxscore,PHI,@,CIN,L,2,6,,58-46,1,up 2.5,Peralta,Hunter,Hughes,3:14,N,35249,--,
105,Sunday Jul 29,boxscore,PHI,@,CIN,L,0,4,,58-47,1,up 1.5,Castillo,Eflin,Iglesias,2:48,D,21649,---,
106,Monday Jul 30,boxscore,PHI,@,BOS,L-wo,1,2,13,58-48,1,up 0.5,Velazquez,Davis,,4:03,N,37722,----,
107,Tuesday Jul 31,boxscore,PHI,@,BOS,W,3,1,,59-48,1,up 0.5,Arrieta,Pomeranz,Dominguez,3:13,N,37816,+,
108,Thursday Aug 2,boxscore,PHI,,MIA,W-wo,5,2,,60-48,1,up 0.5,Hunter,Barraclough,,2:37,N,26050,++,
109,Friday Aug 3,boxscore,PHI,,MIA,W,5,1,,61-48,1,up 0.5,Velasquez,Richards,Dominguez,3:10,N,33737,+++,
110,Saturday Aug 4,boxscore,PHI,,MIA,W,8,3,,62-48,1,up 1.5,Eflin,Urena,,2:20,N,35194,++++,
111,Sunday Aug 5,boxscore,PHI,,MIA,W,5,3,,63-48,1,up 1.5,Neshek,Steckenrider,Hunter,3:15,D,42343,+++++,
112,Monday Aug 6,boxscore,PHI,@,ARI,L-wo,2,3,14,63-49,1,up 1.0,Hirano,Davis,,4:38,N,21131,-,
113,Tuesday Aug 7,boxscore,PHI,@,ARI,W,5,2,,64-49,1,up 1.5,Pivetta,Greinke,Neshek,3:08,N,22382,+,
114,Wednesday Aug 8,boxscore,PHI,@,ARI,L,0,6,,64-50,1,up 0.5,Corbin,Velasquez,,2:58,D,23384,-,
115,Friday Aug 10,boxscore,PHI,@,SDP,L,0,2,,64-51,1,Tied,Nix,Eflin,Yates,2:34,N,26306,--,
116,Saturday Aug 11,boxscore,PHI,@,SDP,W,5,1,,65-51,1,up 1.0,Nola,Lockett,,3:12,N,35098,+,
117,Sunday Aug 12,boxscore,PHI,@,SDP,L,3,9,,65-52,1,Tied,Lucchesi,Arrieta,,3:20,D,26930,-,
118,Tuesday Aug 14,boxscore,PHI,,BOS,L,1,2,,65-53,2,2.0,Porcello,Hunter,Kimbrel,2:40,N,33081,--,
119,Wednesday Aug 15,boxscore,PHI,,BOS,W,7,4,,66-53,2,2.0,Hunter,Kelly,Dominguez,3:27,N,35266,+,
120,Thursday Aug 16 (1),boxscore,PHI,,NYM,L,4,24,,66-54,2,1.5,Oswalt,Suarez,,3:01,N,,-,
121,Thursday Aug 16 (2),boxscore,PHI,,NYM,W,9,6,,67-54,2,1.5,Eflin,Matz,Dominguez,3:03,N,33049,+,
122,Friday Aug 17,boxscore,PHI,,NYM,W,4,2,,68-54,2,0.5,Nola,Syndergaard,Neshek,3:21,N,40460,++,
123,Saturday Aug 18,boxscore,PHI,,NYM,L,1,3,,68-55,2,0.5,deGrom,Arrieta,,2:31,D,35158,-,
124,Sunday Aug 19,boxscore,PHI,,NYM,L,2,8,,68-56,2,0.5,Vargas,Pivetta,,3:11,N,2429,--,
125,Tuesday Aug 21,boxscore,PHI,@,WSN,L,4,10,,68-57,2,2.0,Cordero,Arano,,3:16,N,24080,---,
126,Wednesday Aug 22,boxscore,PHI,@,WSN,L-wo,7,8,,68-58,2,3.0,Grace,Dominguez,,3:45,N,31855,----,
127,Thursday Aug 23,boxscore,PHI,@,WSN,W,2,0,,69-58,2,3.0,Nola,Scherzer,Neshek,2:41,D,29475,+,
128,Friday Aug 24,boxscore,PHI,@,TOR,L,2,4,,69-59,2,3.0,Borucki,Arrieta,Giles,2:43,N,26292,-,
129,Saturday Aug 25,boxscore,PHI,@,TOR,L,6,8,,69-60,2,3.0,Biagini,Dominguez,Giles,2:59,D,33127,--,
130,Sunday Aug 26,boxscore,PHI,@,TOR,W,8,3,,70-60,2,3.0,Velasquez,Estrada,,3:17,D,28209,+,
131,Monday Aug 27,boxscore,PHI,,WSN,L,3,5,,70-61,2,3.5,Strasburg,Eflin,Miller,3:13,N,21261,-,
132,Tuesday Aug 28,boxscore,PHI,,WSN,L,4,5,,70-62,2,4.5,Glover,Neshek,Holland,3:28,N,21083,--,
