Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
105,Saturday Jul 28,boxscore,BAL,,TBR,W,11,2,,31-74,5,41.5,Gausman,Stanek,,2:53,N,21526,++,
106,Sunday Jul 29,boxscore,BAL,,TBR,W,11,5,,32-74,5,41.5,Bundy,Chirinos,,3:05,D,22454,+++,
107,Tuesday Jul 31,boxscore,BAL,@,NYY,L,3,6,,32-75,5,42.0,Tanaka,Ramirez,Chapman,3:11,N,46473,-,
108,Wednesday Aug 1,boxscore,BAL,@,NYY,W,7,5,,33-75,5,41.5,Cobb,Gray,,3:08,D,47206,+,
109,Thursday Aug 2,boxscore,BAL,@,TEX,L,8,17,,33-76,5,42.5,Gallardo,Cashner,Butler,3:20,N,19367,-,
110,Friday Aug 3,boxscore,BAL,@,TEX,L,3,11,,33-77,5,43.5,Jurado,Hess,,3:03,N,22544,--,
111,Saturday Aug 4,boxscore,BAL,@,TEX,L,1,3,,33-78,5,44.5,Minor,Bundy,Leclerc,2:25,N,24300,---,
112,Sunday Aug 5,boxscore,BAL,@,TEX,W,9,6,,34-78,5,44.5,Scott,Hutchison,Givens,3:19,D,19961,+,
113,Tuesday Aug 7,boxscore,BAL,@,TBR,L-wo,3,4,,34-79,5,45.5,Romo,Castro,,2:51,N,11734,-,
114,Wednesday Aug 8,boxscore,BAL,@,TBR,W,5,4,,35-79,5,45.5,Wright,Romo,Givens,2:52,N,9474,+,
115,Thursday Aug 9,boxscore,BAL,@,TBR,L,4,5,,35-80,5,45.5,Chirinos,Carroll,Romo,2:41,N,10254,-,
116,Friday Aug 10,boxscore,BAL,,BOS,L,12,19,,35-81,5,46.5,Pomeranz,Castro,,4:01,N,23649,--,
117,Saturday Aug 11 (1),boxscore,BAL,,BOS,L,0,5,,35-82,5,48.5,Price,Yacabonis,,2:48,D,18003,---,
118,Saturday Aug 11 (2),boxscore,BAL,,BOS,L,4,6,,35-83,5,48.5,Kelly,Wright,Kimbrel,3:39,N,24051,----,
119,Sunday Aug 12,boxscore,BAL,,BOS,L,1,4,,35-84,5,49.5,Sale,Cobb,Kimbrel,3:04,D,25303,-----,
120,Tuesday Aug 14,boxscore,BAL,,NYM,W,6,3,,36-84,5,49.5,Cashner,Wahl,Givens,2:38,N,20527,+,
121,Wednesday Aug 15,boxscore,BAL,,NYM,L,5,16,,36-85,5,49.5,Wheeler,Bundy,,3:27,N,25045,-,
122,Friday Aug 17,boxscore,BAL,@,CLE,L,1,2,,36-86,5,50.5,Carrasco,Hess,Allen,2:39,N,28264,--,
123,Saturday Aug 18,boxscore,BAL,@,CLE,W,4,2,,37-86,5,50.5,Cobb,Plutko,,2:17,D,35007,+,
124,Sunday Aug 19,boxscore,BAL,@,CLE,L,0,8,,37-87,5,50.5,Clevinger,Ramirez,,2:56,D,30555,-,
125,Monday Aug 20,boxscore,BAL,@,TOR,L,3,5,,37-88,5,50.5,Estrada,Cashner,Giles,2:34,N,25031,--,
126,Tuesday Aug 21,boxscore,BAL,@,TOR,L,2,8,,37-89,5,50.5,Gaviglio,Bundy,,2:39,N,25855,---,
127,Wednesday Aug 22,boxscore,BAL,@,TOR,L,0,6,,37-90,5,51.5,Pannone,Hess,,2:37,D,40595,----,
128,Friday Aug 24,boxscore,BAL,,NYY,L,5,7,10,37-91,5,52.0,Green,Carroll,Britton,3:29,N,27150,-----,
129,Saturday Aug 25 (1),boxscore,BAL,,NYY,L,3,10,,37-92,5,52.5,Happ,Yacabonis,Cessa,3:06,D,32445,------,
130,Saturday Aug 25 (2),boxscore,BAL,,NYY,L,1,5,,37-93,5,52.5,Gray,Cashner,Betances,2:50,N,26236,-------,
131,Sunday Aug 26,boxscore,BAL,,NYY,L,3,5,,37-94,5,52.5,Severino,Bundy,Robertson,3:18,N,17343,--------,
132,Monday Aug 27,boxscore,BAL,,TOR,W,7,0,,38-94,5,52.0,Hess,Gaviglio,,2:49,N,15436,+,
133,Tuesday Aug 28,boxscore,BAL,,TOR,W,12,5,,39-94,5,52.0,Rogers,Pannone,,3:02,N,11762,++,
134,Wednesday Aug 29,boxscore,BAL,,TOR,W,10,5,,40-94,5,52.0,Gilmartin,Barnes,Givens,3:22,N,11834,+++,
135,Friday Aug 31,boxscore,BAL,@,KCR,L,2,9,,40-95,5,52.5,Keller,Cashner,,2:39,N,15394,-,
136,Saturday Sep 1,boxscore,BAL,@,KCR,L-wo,4,5,,40-96,5,53.5,Newberry,Givens,,2:56,N,15358,--,
137,Sunday Sep 2,boxscore,BAL,@,KCR,L,1,9,,40-97,5,53.5,Lopez,Hess,,2:48,D,18463,---,
138,Monday Sep 3,boxscore,BAL,@,SEA,L,1,2,,40-98,5,54.5,Ramirez,Rogers,Diaz,2:33,N,20579,----,
139,Tuesday Sep 4,boxscore,BAL,@,SEA,W,5,3,,41-98,5,54.5,Cobb,Warren,Givens,3:19,N,11265,+,
