Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
114,Tuesday Aug 7,boxscore,STL,@,MIA,W,3,2,,59-55,3,7.5,Mikolas,Hernandez,Norris,2:34,N,7230,+,
115,Wednesday Aug 8,boxscore,STL,@,MIA,W,7,1,,60-55,3,6.5,Gant,Richards,,2:42,N,7306,++,
116,Friday Aug 10,boxscore,STL,@,KCR,W,7,0,,61-55,3,6.5,Gomber,Smith,Poncedeleon,3:04,N,29414,+++,
117,Saturday Aug 11,boxscore,STL,@,KCR,W,8,3,,62-55,3,5.5,Flaherty,Duffy,Hicks,2:56,N,38427,++++,
118,Sunday Aug 12,boxscore,STL,@,KCR,W,8,2,,63-55,3,5.5,Ross,Hammel,,3:04,D,23409,+++++,
119,Monday Aug 13,boxscore,STL,,WSN,W-wo,7,6,,64-55,3,5.0,Hudson,Glover,,3:19,N,37197,++++++,
120,Tuesday Aug 14,boxscore,STL,,WSN,W,6,4,,65-55,3,4.0,Gant,Gonzalez,Hicks,3:12,N,38214,+++++++,
121,Wednesday Aug 15,boxscore,STL,,WSN,W,4,2,,66-55,3,4.0,Gomber,Hellickson,Norris,3:07,N,36696,++++++++,
122,Thursday Aug 16,boxscore,STL,,WSN,L,4,5,,66-56,3,5.0,Roark,Weaver,Glover,3:28,N,38074,-,
123,Friday Aug 17,boxscore,STL,,MIL,W,5,2,,67-56,3,5.0,Flaherty,Peralta,Norris,3:07,N,41630,+,
124,Saturday Aug 18,boxscore,STL,,MIL,W,7,2,,68-56,2,4.0,Mikolas,Miley,,2:54,N,46040,++,
125,Sunday Aug 19,boxscore,STL,,MIL,L,1,2,,68-57,3,4.0,Chacin,Gant,Hader,2:54,D,45334,-,
126,Monday Aug 20,boxscore,STL,@,LAD,W,5,3,,69-57,3,3.5,Cecil,Jansen,Norris,4:10,N,42402,+,
127,Tuesday Aug 21,boxscore,STL,@,LAD,W,5,2,,70-57,2,2.5,Weaver,Ryu,Norris,3:25,N,43923,++,
128,Wednesday Aug 22,boxscore,STL,@,LAD,W,3,1,,71-57,2,2.5,Hudson,Jansen,Hicks,3:02,N,48247,+++,
129,Friday Aug 24,boxscore,STL,@,COL,W,7,5,,72-57,2,3.0,Martinez,Senzatela,Norris,3:31,N,43578,++++,
130,Saturday Aug 25,boxscore,STL,@,COL,L,1,9,,72-58,2,4.0,Ottavino,Hudson,,3:02,N,47785,-,
131,Sunday Aug 26,boxscore,STL,@,COL,W,12,3,,73-58,2,4.0,Gomber,Anderson,,2:48,D,41235,+,
132,Tuesday Aug 28,boxscore,STL,,PIT,W,5,2,,74-58,2,4.5,Flaherty,Nova,Norris,2:51,N,35258,++,
133,Wednesday Aug 29,boxscore,STL,,PIT,L,0,2,,74-59,2,4.5,Williams,Mikolas,Vazquez,3:12,N,33448,-,
134,Thursday Aug 30,boxscore,STL,,PIT,W,5,0,,75-59,2,4.5,Gant,Musgrove,,2:53,N,38561,+,
135,Friday Aug 31,boxscore,STL,,CIN,W,12,5,,76-59,2,3.5,Gomber,Bailey,,3:22,N,42365,++,
136,Saturday Sep 1,boxscore,STL,,CIN,L,0,4,,76-60,2,4.5,Castillo,Poncedeleon,,2:55,N,46368,-,
137,Sunday Sep 2,boxscore,STL,,CIN,L,4,6,10,76-61,3,5.5,Lorenzen,Norris,Iglesias,3:44,D,45743,--,
138,Monday Sep 3,boxscore,STL,@,WSN,L-wo,3,4,10,76-62,3,5.5,Holland,Shreve,,3:51,D,28648,---,
139,Tuesday Sep 4,boxscore,STL,@,WSN,W,11,8,,77-62,3,4.5,Ross,Williams,Hicks,4:10,N,21637,+,
140,Wednesday Sep 5,boxscore,STL,@,WSN,W,7,6,,78-62,3,4.5,Mikolas,Roark,Martinez,3:35,N,22124,++,
141,Friday Sep 7,boxscore,STL,@,DET,L-wo,3,5,,78-63,3,5.5,Greene,Hicks,,2:51,N,21268,-,
142,Saturday Sep 8,boxscore,STL,@,DET,L-wo,3,4,,78-64,3,5.0,Greene,Norris,,2:56,N,30268,--,
143,Sunday Sep 9,boxscore,STL,@,DET,W,5,2,,79-64,3,4.5,Gant,Fulmer,Martinez,2:41,D,22212,+,
144,Monday Sep 10,boxscore,STL,,PIT,W,8,7,,80-64,3,3.5,Brebbia,Santana,Martinez,2:55,N,33566,++,
145,Tuesday Sep 11,boxscore,STL,,PIT,W,11,5,,81-64,3,3.5,Mikolas,Musgrove,,3:23,N,37187,+++,
146,Wednesday Sep 12,boxscore,STL,,PIT,L,3,4,,81-65,3,3.5,Taillon,Poncedeleon,Vazquez,3:00,D,39606,-,
147,Thursday Sep 13,boxscore,STL,,LAD,L,7,9,,81-66,3,4.5,Kershaw,Gomber,,3:28,N,40997,--,
148,Friday Sep 14,boxscore,STL,,LAD,L,0,3,,81-67,3,5.5,Buehler,Flaherty,Jansen,3:04,N,46036,---,
149,Saturday Sep 15,boxscore,STL,,LAD,L,4,17,,81-68,3,6.5,Hill,Gant,,3:32,D,45481,----,
150,Sunday Sep 16,boxscore,STL,,LAD,W,5,0,,82-68,3,5.5,Wainwright,Stripling,,3:20,N,45217,+,
151,Monday Sep 17,boxscore,STL,@,ATL,W,11,6,,83-68,3,5.5,Mikolas,Foltynewicz,,3:38,N,24304,++,
152,Tuesday Sep 18,boxscore,STL,@,ATL,W,8,1,,84-68,3,5.5,Gomber,Sanchez,,3:18,N,23083,+++,
153,Wednesday Sep 19,boxscore,STL,@,ATL,L,3,7,,84-69,3,5.5,Toussaint,Flaherty,,3:09,D,25195,-,
154,Friday Sep 21,boxscore,STL,,SFG,W,5,3,,85-69,3,4.5,Brebbia,Melancon,Martinez,3:22,N,45892,+,
155,Saturday Sep 22,boxscore,STL,,SFG,W-wo,5,4,10,86-69,3,4.5,Martinez,Melancon,,3:13,D,45878,++,
156,Sunday Sep 23,boxscore,STL,,SFG,W,9,2,,87-69,3,4.5,Mikolas,Suarez,,3:02,D,46596,+++,
157,Monday Sep 24,boxscore,STL,,MIL,L,4,6,,87-70,3,4.5,Burnes,Norris,Knebel,3:49,N,36508,-,
158,Tuesday Sep 25,boxscore,STL,,MIL,L,4,12,,87-71,3,4.5,Williams,Gomber,,3:29,N,38051,--,
159,Wednesday Sep 26,boxscore,STL,,MIL,L,1,2,,87-72,3,5.5,Chacin,Shreve,Jeffress,3:16,N,40644,---,
160,Friday Sep 28,boxscore,STL,@,CHC,L,4,8,,87-73,3,7.0,Hendricks,Wainwright,,3:07,D,39442,----,
161,Saturday Sep 29,boxscore,STL,@,CHC,W,2,1,,88-73,3,6.0,Mikolas,Hamels,Martinez,2:25,D,40784,+,
162,Sunday Sep 30,boxscore,STL,@,CHC,L,5,10,,88-74,3,7.0,Webster,Flaherty,,3:44,D,39275,-,
